,Data,INCC,IPCA,ICC,ICE,Taxa_de_Desemprego,Quantidade_de_cotas,Numero_de_cotistas,CGI,CDI,Dolar,Ibovespa,IFIX,IGP-M,indice_Teva_de_Fundos_Imobiliarios_de_Papel,indice_Teva_de_Fundos_Imobiliarios_de_Tijolo,Poupança,S&P_South_Africa_REIT,Selic,Taxa_Referencial,mes,ano_data,VOLUME DA EMISSAO
176,2022-08-31,687.18,468.65,106.76,100.7,8.9,50873480909.0,9011873.0,701500000.0,2620.08,5.18,109522.88,2976.23,876.32,148.78,122.47,789.47,31.97,2665.6,167.68,2022-08,2022,6123864570.0
177,2022-09-30,687.8,467.29,111.46,101.5,8.7,52140395348.0,9440022.0,604100000.0,2648.16,5.41,110036.79,2990.8,868.03,148.36,123.68,794.85,29.45,2694.18,167.97,2022-09,2022,3968122188.97
178,2022-10-31,688.63,470.05,114.23,98.2,8.3,86653226232.0,9703809.0,556100000.0,2675.19,5.26,116037.08,2991.45,859.6,149.55,122.49,800.02,30.43,2721.68,168.24,2022-10,2022,4489707883.11
179,2022-11-30,691.1,471.98,116.79,91.5,8.1,86850907995.0,9872737.0,565400000.0,2702.5,5.29,112486.01,2867.21,854.75,146.46,116.03,805.23,34.34,2749.46,168.54,2022-11,2022,4679140090.0
180,2022-12-30,691.73,474.9,122.84,90.7,7.9,87763603156.0,10033327.0,531600000.0,2732.86,5.22,109734.6,2867.13,858.57,146.36,116.07,810.93,34.25,2780.34,168.9,2022-12,2022,5247422638.77
181,2023-01-31,694.91,477.42,125.38,88.6,8.4,89776939646.0,10341852.0,463900000.0,2763.55,5.1,113430.54,2821.14,860.39,146.69,113.2,816.68,31.51,2811.57,169.24,2023-01,2023,1048765353.4
182,2023-02-28,695.26,481.43,128.78,89.2,8.6,91517180143.0,10408402.0,437600000.0,2788.93,5.21,104931.93,2808.39,859.87,147.08,111.78,821.45,30.07,2837.39,169.4,2023-02,2023,1875426874.19
183,2023-03-31,697.34,484.85,127.42,91.4,8.8,91661359887.0,10650976.0,644500000.0,2821.69,5.08,101882.2,2760.96,860.31,141.39,112.08,827.53,29.11,2870.72,169.73,2023-03,2023,3279135813.45
184,2023-04-28,698.32,487.81,125.1,91.1,8.5,91836841229.0,10810898.0,514100000.0,2847.6,5.0,104431.63,2858.23,852.14,141.76,119.28,832.35,28.07,2897.07,169.95,2023-04,2023,1580524000.0
185,2023-05-31,702.44,488.93,122.22,91.5,8.3,92392961754.0,11312226.0,576600000.0,2879.58,5.1,108335.07,3013.46,836.43,150.84,124.76,838.31,23.54,2929.62,170.3,2023-05,2023,693150967.53
186,2023-06-30,707.43,488.54,125.27,94.5,8.0,93737605516.0,11372509.0,561200000.0,2910.45,4.82,118087.0,3155.32,820.28,154.06,133.18,844.01,23.73,2961.02,170.61,2023-06,2023,6251813192.47
187,2023-07-31,708.13,489.12,124.46,94.0,7.9,94738511167.0,11681268.0,561900000.0,2941.65,4.74,121942.98,3197.18,814.35,155.0,135.23,849.58,25.87,2992.76,170.93,2023-07,2023,2928285878.25
188,2023-08-31,708.13,490.54,124.46,94.8,7.8,94442180299.0,,677500000.0,2975.17,4.92,115741.81,3212.81,813.24,155.83,135.86,855.67,24.91,3026.86,171.23,2023-08,2023,2718951548.0
189,,,,,,,,,,,,,,,,,,,,,2023-09,,3153996000.0
190,,,,,,,,,,,,,,,,,,,,,2023-10,,671710000.0
