Data,INCC,IPCA,ICC,ICE,Taxa_de_Desemprego,Quantidade_de_cotas,Numero_de_cotistas,CGI,CDI,Dolar,Ibovespa,IFIX,IGP-M,indice_Teva_de_Fundos_Imobiliarios_de_Papel,indice_Teva_de_Fundos_Imobiliarios_de_Tijolo,Poupança,S&P_South_Africa_REIT,Selic,Taxa_Referencial
2019-02-28,493.54,376.96,139.39,96.20,12.40,12355048579,842171,251600000,2161.39,3.74,95584.35,2434.56,527.82,103.31,102.15,634.02,52.14,2198.95,165.77
2019-03-29,495.07,379.79,125.53,94.30,12.70,12378372628,1004554,200100000,2171.53,3.90,95414.55,2482.92,534.45,106.27,104.13,637.19,50.78,2209.26,165.77
2019-04-30,496.95,381.96,121.71,94.30,12.50,12399623975,1130894,223800000,2182.78,3.95,96353.33,2508.45,539.36,109.27,104.32,640.38,52.79,2220.71,165.77
2019-05-31,497.10,382.45,117.01,92.20,12.30,12336393691,1230771,274000000,2194.64,3.94,97030.32,2552.69,541.76,110.45,105.52,643.58,50.41,2232.77,165.77
2019-06-28,501.47,382.49,107.38,93.10,12.00,12507797811,1314842,255400000,2204.92,3.83,100967.20,2626.10,546.07,113.54,107.21,646.80,51.10,2243.24,165.77
2019-07-31,504.38,383.22,110.92,93.90,11.80,12533705596,1465970,263600000,2217.44,3.76,101812.13,2659.55,548.23,115.47,110.39,650.03,49.41,2255.97,165.77
2019-08-30,506.50,383.64,114.58,94.60,11.80,12575610090,1601537,288400000,2228.61,4.14,101134.61,2656.69,544.58,115.80,111.14,653.28,48.10,2267.33,165.77
2019-09-30,508.83,383.49,112.19,95.10,11.80,11967315345,1781355,314700000,2238.99,4.16,104745.32,2684.26,544.55,115.32,114.05,656.55,48.24,2277.89,165.77
2019-10-31,509.75,383.87,111.82,94.90,11.60,13674274117,1978631,303500000,2249.76,4.00,107219.83,2791.98,548.22,116.40,120.24,659.83,45.92,2288.85,165.77
2019-11-29,509.95,385.83,118.64,95.30,11.20,13111071024,2212392,270800000,2258.32,4.22,108233.28,2890.26,549.87,118.62,125.03,663.13,50.64,2297.56,165.77
2019-12-31,511.02,390.26,121.26,95.90,11.00,11922874413,2527495,265600000,2266.82,04.03,115645.34,3197.58,561.37,130.58,140.64,666.45,48.85,2306.21,165.77
2020-01-31,512.96,391.08,121.27,97.20,11.40,13268387622,2920596,224700000,2275.36,4.27,113760.57,3077.28,564.05,124.39,133.52,669.78,46.14,2314.90,165.77
2020-02-28,514.65,392.06,131.79,97.30,11.80,13356700761,3079327,214300000,2282.07,4.50,104171.57,2963.81,563.82,122.61,127.75,673.13,38.06,2321.72,165.77
2020-03-31,515.99,392.34,124.58,88.80,12.40,13454268300,3161430,213300000,2289.83,5.20,73019.76,2494.10,570.83,106.21,105.57,676.50,23.84,2329.62,165.77
2020-04-30,517.13,391.12,111.97,56.00,12.70,13558113843,3274151,307900000,2296.36,5.43,80505.89,2603.62,575.41,109.76,109.70,679.88,24.70,2336.26,165.77
2020-05-29,518.16,389.63,96.82,62.60,13.10,13575113500,3396053,287800000,2301.84,5.43,87402.59,2657.68,577.02,113.06,111.27,683.28,24.53,2341.83,165.77
2020-06-30,519.92,390.65,100.43,75.90,13.60,13638635597,3655895,325500000,2306.79,5.48,95055.82,2806.28,586.01,118.36,118.97,686.69,29.51,2346.87,165.77
2020-07-31,526.01,392.05,102.84,83.60,14.10,14017420159,3878243,325000000,2311.28,5.20,102912.24,2733.12,599.06,116.11,114.50,690.13,27.46,2351.44,165.77
2020-08-31,529.79,392.99,102.62,92.10,14.80,13908199107,4140038,347500000,2314.99,5.47,99369.15,2782.10,615.50,118.43,117.67,693.58,26.52,2355.22,165.77
2020-09-30,535.94,395.51,108.36,96.70,14.90,13951876565,4369646,480300000,2318.63,5.64,94603.38,2794.88,642.22,120.41,118.64,697.05,27.28,2358.91,165.77
2020-10-30,545.21,398.91,107.61,97.70,14.60,12702965401,4619273,464200000,2322.27,5.77,93952.40,2766.76,662.97,121.37,117.09,700.53,26.21,2362.62,165.77
2020-11-30,552.19,402.46,111.65,96.50,14.40,14100577897,4809964,491100000,2325.74,5.33,108893.32,2808.56,684.70,125.62,118.39,704.03,29.36,2366.15,165.77
2020-12-31,556.06,407.89,111.71,96.30,14.20,14404339592,5033042,419100000,2329.56,5.20,119017.24,2870.15,691.26,130.03,120.69,707.55,33.58,2370.04,165.77
2021-01-29,561.00,408.91,116.09,94.90,14.50,14459928879,5291498,281700000,2333.05,5.48,115067.55,2879.45,709.07,132.25,120.02,711.09,32.95,2373.58,165.77
2021-02-26,571.61,412.43,116.23,93.30,14.60,14929946592,5519784,310400000,2336.18,5.53,110035.17,2886.53,726.98,136.16,119.20,714.65,37.01,2376.78,165.77
2021-03-31,579.04,416.27,112.90,85.90,14.90,15619582027,5761785,456800000,2340.81,5.70,116633.72,2846.77,748.34,136.86,116.36,718.22,38.95,2381.49,165.77
2021-04-30,584.25,417.56,104.95,89.60,14.80,14531324916,5928921,387100000,2345.68,5.40,118893.84,2861.15,759.63,138.92,116.38,721.81,42.08,2386.44,165.77
2021-05-31,597.22,421.02,105.90,94.60,14.70,15845760513,6114795,439300000,2351.95,5.23,126215.73,2816.46,790.75,136.95,114.17,725.42,41.40,2392.82,165.77
2021-06-30,610.12,423.25,107.32,98.30,14.20,15707302362,6305438,481900000,2359.12,5.00,126801.66,2754.89,795.51,135.35,111.34,729.05,38.92,2400.11,165.77
2021-07-30,615.31,427.32,110.98,101.60,13.70,15897989702,6556238,412300000,2367.51,5.12,121800.79,2824.12,801.70,138.65,114.56,732.69,38.35,2408.65,165.77
2021-08-31,618.14,431.03,111.99,102.50,13.10,17480287518,6668352,503100000,2377.55,5.14,118781.03,2749.84,807.02,137.22,110.85,736.36,41.90,2418.86,165.77
2021-09-30,621.29,436.03,114.66,100.00,12.60,17710707784,6803312,556500000,2387.97,5.44,110979.10,2715.67,801.86,137.06,108.93,740.04,41.49,2429.46,165.77
2021-10-29,626.63,441.49,109.37,100.40,12.10,33195596725,6995283,519600000,2399.44,5.64,103500.71,2675.68,807.01,137.65,105.85,743.74,40.56,2441.14,165.77
2021-11-30,630.83,445.68,109.35,96.40,11.60,32943030044,7033169,514900000,2413.52,5.62,101915.45,2578.40,807.16,136.07,100.03,747.46,39.96,2455.46,165.78
2021-12-31,633.04,448.93,112.00,94.10,11.10,49248202096,7236580,548400000,2431.95,5.58,104822.44,2804.79,814.19,143.13,112.64,751.56,42.08,2474.21,165.93
2022-01-31,637.53,451.36,108.35,91.60,11.20,53754022654,7443996,406800000,2449.76,5.36,112143.51,2776.92,828.99,144.43,109.73,755.78,40.31,2492.33,166.09
2022-02-25,639.96,455.92,104.05,91.10,11.20,49283012303,7571386,412900000,2468.12,5.14,113141.94,2741.15,844.18,143.90,107.50,759.55,38.46,2511.01,166.09
2022-03-31,645.46,463.30,105.12,91.80,11.10,49442270608,7718772,508400000,2490.91,4.74,119999.23,2779.97,858.88,146.06,109.39,764.09,38.93,2534.20,166.27
2022-04-29,651.59,468.21,104.35,94.50,10.50,49570649763,7907974,428600000,2511.70,4.92,107876.16,2813.06,871.00,146.29,111.18,768.34,36.06,2555.34,166.44
2022-05-31,666.45,470.41,105.87,97.40,9.80,49825901689,8106110,584800000,2537.59,4.73,111350.51,2820.45,875.54,148.50,110.62,773.47,35.07,2581.68,166.72
2022-06-30,680.71,473.57,103.60,98.80,9.30,50314835941,8361585,619700000,2563.31,5.24,98541.95,2795.62,880.67,149.33,108.77,778.49,32.82,2607.85,166.99
2022-07-29,686.56,470.34,105.58,98.50,9.10,51210879395,8624202,613500000,2589.84,5.19,103164.69,2814.10,882.48,149.20,110.26,783.65,35.00,2634.84,167.32
2022-08-31,687.18,468.65,106.76,100.70,8.90,50873480909,9011873,701500000,2620.08,5.18,109522.88,2976.23,876.32,148.78,122.47,789.47,31.97,2665.60,167.68
2022-09-30,687.80,467.29,111.46,101.50,8.70,52140395348,9440022,604100000,2648.16,5.41,110036.79,2990.80,868.03,148.36,123.68,794.85,29.45,2694.18,167.97
2022-10-31,688.63,470.05,114.23,98.20,8.30,86653226232,9703809,556100000,2675.19,5.26,116037.08,2991.45,859.60,149.55,122.49,800.02,30.43,2721.68,168.24
2022-11-30,691.10,471.98,116.79,91.50,8.10,86850907995,9872737,565400000,2702.50,5.29,112486.01,2867.21,854.75,146.46,116.03,805.23,34.34,2749.46,168.54
2022-12-30,691.73,474.90,122.84,90.70,7.90,87763603156,10033327,531600000,2732.86,5.22,109734.60,2867.13,858.57,146.36,116.07,810.93,34.25,2780.34,168.90
2023-01-31,694.91,477.42,125.38,88.60,8.40,89776939646,10341852,463900000,2763.55,5.10,113430.54,2821.14,860.39,146.69,113.20,816.68,31.51,2811.57,169.24
2023-02-28,695.26,481.43,128.78,89.20,8.60,91517180143,10408402,437600000,2788.93,5.21,104931.93,2808.39,859.87,147.08,111.78,821.45,30.07,2837.39,169.40
2023-03-31,697.34,484.85,127.42,91.40,8.80,91661359887,10650976,644500000,2821.69,05.08,101882.20,2760.96,860.31,141.39,112.08,827.53,29.11,2870.72,169.73
2023-04-28,698.32,487.81,125.10,91.10,8.50,91836841229,10810898,514100000,2847.60,5.00,104431.63,2858.23,852.14,141.76,119.28,832.35,28.07,2897.07,169.95
2023-05-31,702.44,488.93,122.22,91.50,8.30,92392961754,11312226,576600000,2879.58,5.10,108335.07,3013.46,836.43,150.84,124.76,838.31,23.54,2929.62,170.30
2023-06-30,707.43,488.54,125.27,94.50,8.00,93737605516,11372509,561200000,2910.45,4.82,118087.00,3155.32,820.28,154.06,133.18,844.01,23.73,2961.02,170.61
2023-07-31,708.13,489.12,124.46,94.00,7.90,94738511167,11681268,561900000,2941.65,4.74,121942.98,3197.18,814.35,155.00,135.23,849.58,25.87,2992.76,170.93
2023-08-31,,490.54,,94.80,7.80,94442180299,,677500000,2975.17,4.92,115741.81,3212.81,813.24,155.83,135.86,855.67,24.91,3026.86,171.23
